Student ID,Student Name,Student ID.1,Attendance (%),Internal Marks,External Marks,Total Marks,Grade,Gender,Age,Religion/Caste,BPL Status,Parent Education Level,Family Income Range,DIKSHA Access,Digital Learning Hours,Participation in Quiz,Homework Submission Rate,Disciplinary Records,School Name,District,Student-Teacher Ratio,Electricity,Toilet Facilities,Library,Guardian Contact,Preferred Mode,Father Name,Mother Name,Class,Section,Class-Section,Teacher
S479,Ryan Gutierrez,S479,100,22,51,73,B,Male,11,ST,No,,"<₹10,000",No,12,No,95.69,4,Govt School ShikshaLens,Anantapur,38,Yes,Yes,No,9487197988,WhatsApp,Jonathon Johnson,Shelby Harris,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S480,Steven Lopez,S480,46.6,17,36,53,C,Female,11,ST,Yes,,>₹20k,No,9,Yes,84.27,3,Govt School ShikshaLens,Anantapur,35,Yes,Yes,No,9039428930,SMS,Kenneth Johnson,April Carson,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S481,Lisa Newton,S481,57.51,35,32,67,C,Male,13,SC,No,,₹10–20k,Yes,1,No,78.57,2,Govt School ShikshaLens,Anantapur,27,No,Yes,No,9804592121,WhatsApp,Matthew Bryan,Jackie Hubbard,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S482,Jacqueline Brown,S482,63.17,32,46,78,B,Male,14,ST,No,Secondary,"<₹10,000",No,6,Yes,70.58,4,Govt School ShikshaLens,Anantapur,58,No,No,Yes,9131021447,WhatsApp,Mr. Daniel Sanchez,Brooke Douglas,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S483,Kelly Payne,S483,84.53,30,32,62,C,Female,14,OBC,Yes,Primary,₹10–20k,Yes,2,Yes,55.21,4,Govt School ShikshaLens,Anantapur,38,No,No,No,9278807844,WhatsApp,Jason Sims,Mrs. Sherry Booth,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S484,Jason Green MD,S484,62.18,26,42,68,C,Male,11,OBC,No,Secondary,₹10–20k,Yes,9,No,86.7,3,Govt School ShikshaLens,Anantapur,27,Yes,Yes,No,9671583357,SMS,Dwayne Nichols,Valerie Lyons,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S485,Cameron Lee,S485,100,27,33,60,C,Male,11,OBC,No,,"<₹10,000",No,11,Yes,96.36,3,Govt School ShikshaLens,Anantapur,43,No,No,Yes,9330468261,WhatsApp,Robert Diaz,Erika Smith,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S486,Stephanie Blevins,S486,82.86,13,32,45,D,Female,12,ST,Yes,Primary,"<₹10,000",No,6,No,45.24,1,Govt School ShikshaLens,Anantapur,31,Yes,No,No,9990290356,WhatsApp,Jeffrey Adams,Victoria Elliott,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S487,Katherine Wiggins,S487,47.5,27,53,80,B,Female,12,ST,Yes,Secondary,₹10–20k,No,8,No,79.44,3,Govt School ShikshaLens,Anantapur,34,Yes,No,No,9596116984,SMS,Carlos Brady,Karen Pierce,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S488,Christopher Rogers,S488,85.6,31,57,88,A,Male,10,SC,No,,₹10–20k,No,6,Yes,98.61,1,Govt School ShikshaLens,Anantapur,27,Yes,No,Yes,9639082402,SMS,Larry Smith,Jamie Cervantes,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S489,Duane Murphy,S489,62.12,20,20,40,D,Female,12,SC,Yes,Secondary,"<₹10,000",Yes,2,No,100,0,Govt School ShikshaLens,Anantapur,46,No,No,Yes,9563822282,WhatsApp,Scott Stout,Holly Bryant,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S490,Bethany Tyler,S490,78.11,27,34,61,C,Male,12,ST,No,,₹10–20k,Yes,12,No,100,2,Govt School ShikshaLens,Anantapur,25,Yes,Yes,No,9991747430,WhatsApp,Dr. James Gonzalez,Christina Williams,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S491,Brian Davidson,S491,80.86,14,36,50,C,Female,11,SC,Yes,,>₹20k,Yes,6,Yes,77.94,1,Govt School ShikshaLens,Anantapur,48,No,Yes,Yes,9333913647,SMS,Charles Garza,Jennifer Stevenson,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S492,Anna Benitez,S492,98.53,33,29,62,C,Male,14,SC,No,,₹10–20k,No,4,Yes,53.44,2,Govt School ShikshaLens,Anantapur,32,No,Yes,Yes,9307699378,WhatsApp,Chris Washington,Tara Lester,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S493,Alexis Nguyen,S493,66.3,20,36,56,C,Female,13,OBC,Yes,Secondary,₹10–20k,Yes,14,No,63.39,0,Govt School ShikshaLens,Anantapur,49,Yes,Yes,No,9589876885,WhatsApp,Logan Mathews,Emma Martin,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S494,Virginia Bell,S494,72.22,28,31,59,C,Female,14,General,No,Primary,₹10–20k,Yes,9,Yes,45.18,0,Govt School ShikshaLens,Anantapur,56,No,Yes,Yes,9031130659,WhatsApp,Juan Campbell,Carolyn Scott,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S495,Shelly Norman,S495,38.62,18,54,72,B,Male,11,ST,No,,₹10–20k,No,13,No,79.4,2,Govt School ShikshaLens,Anantapur,26,No,No,No,9877721640,SMS,Sean Walton,Erin Robinson,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S496,Felicia Obrien DDS,S496,68.2,22,55,77,B,Male,11,OBC,Yes,,>₹20k,No,8,Yes,100,0,Govt School ShikshaLens,Anantapur,57,No,No,Yes,9240297471,SMS,Alexander Lucas II,Connie Brown,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S497,Michelle Lee,S497,90.59,10,55,65,C,Female,14,SC,No,,>₹20k,No,6,No,78.48,4,Govt School ShikshaLens,Anantapur,53,Yes,Yes,No,9121211559,WhatsApp,Brian Brennan,Shannon Sanders,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S498,Thomas Martinez,S498,85.09,13,37,50,C,Female,12,OBC,Yes,Secondary,"<₹10,000",Yes,11,Yes,76.71,3,Govt School ShikshaLens,Anantapur,40,No,Yes,No,9572031195,WhatsApp,Justin Davis,Kimberly Davies,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S499,Benjamin Wallace,S499,69.85,10,55,65,C,Female,14,OBC,Yes,Primary,₹10–20k,Yes,11,No,100,2,Govt School ShikshaLens,Anantapur,54,No,Yes,No,9842150718,WhatsApp,Jordan Lawrence,Rebecca Gonzalez,Class 10,B,Class 10-B,N.Lakshmi Naryana 
S500,Sarah Anderson,S500,90.03,31,29,60,C,Female,14,General,Yes,Primary,>₹20k,Yes,11,No,90.34,4,Govt School ShikshaLens,Anantapur,29,No,Yes,No,9189165396,WhatsApp,James Vega,Lisa Nixon,Class 10,B,Class 10-B,N.Lakshmi Naryana 
